,VideoId,True labels,Pred labels,Confidence
119,Ku8l,[  0   1 319],"[0, 1, 5, 33, 9, 2, 3, 16, 26, 47]","[0.99934846, 0.9976468, 0.9973984, 0.98489904, 0.9804214, 0.97228384, 0.96910644, 0.96891165, 0.9634421, 0.96085477]"
120,9U8l,[ 4  9 10],"[9, 34, 10, 4, 3, 0, 6, 58, 12, 14]","[0.999896, 0.9998475, 0.99969256, 0.9994383, 0.9902452, 0.9819893, 0.97543645, 0.9664129, 0.9654531, 0.96427655]"
121,h48l,[760 788 948],"[8, 0, 6, 155, 2, 25, 100, 45, 3, 17]","[0.993109, 0.99055624, 0.9785056, 0.97497004, 0.96770155, 0.9658294, 0.9491731, 0.94586277, 0.9419859, 0.94030863]"
122,gu8l,[ 3 28],"[3, 4, 6, 13, 10, 28, 9, 33, 7, 23]","[0.9999713, 0.99993694, 0.9986508, 0.996233, 0.9958012, 0.99410284, 0.984007, 0.9805156, 0.9668858, 0.9651599]"
123,6n8l,[ 15  18  96 463],"[0, 1, 13, 3, 5, 6, 16, 26, 2, 18]","[0.9915124, 0.9908222, 0.98954, 0.9875135, 0.98708916, 0.98665357, 0.9859901, 0.98578423, 0.9753369, 0.9751275]"
124,U08l,[3],"[3, 6, 4, 28, 8, 2, 13, 33, 16, 37]","[0.9994252, 0.9960789, 0.99314284, 0.9825843, 0.98174584, 0.9807658, 0.9766915, 0.9712065, 0.965688, 0.958536]"
125,A98l,[14],"[14, 1, 4, 0, 6, 8, 9, 2, 71, 26]","[0.9999219, 0.9910355, 0.98972255, 0.98919934, 0.9781811, 0.968578, 0.9566175, 0.9522117, 0.95015717, 0.94905263]"
126,QJ8l,[12],"[12, 0, 5, 30, 19, 13, 18, 2, 1, 33]","[0.9997978, 0.99930465, 0.9990835, 0.99799633, 0.99507296, 0.9944036, 0.9921236, 0.9918616, 0.9897562, 0.9882381]"
127,YB8l,[ 1 25],"[25, 1, 0, 14, 2, 10, 48, 12, 8, 4]","[0.99820554, 0.9937562, 0.9931499, 0.9877252, 0.9851066, 0.9803159, 0.97461236, 0.96758723, 0.96684873, 0.9657125]"
128,md8l,[ 3  4 10 13],"[3, 4, 13, 5, 0, 1, 23, 6, 10, 17]","[0.99997914, 0.99996173, 0.9999478, 0.99966574, 0.9995201, 0.99922276, 0.99917036, 0.9985391, 0.9981854, 0.99774027]"
129,aa8l,[347 871],"[2, 68, 0, 3, 26, 4, 10, 1, 7, 46]","[0.9945565, 0.97023624, 0.9633669, 0.95511866, 0.95416987, 0.95072436, 0.94776905, 0.93688, 0.9347242, 0.9309522]"
130,bw8l,[ 4  9 14],"[14, 9, 5, 4, 1, 16, 6, 0, 10, 3]","[0.9786495, 0.9761996, 0.96783286, 0.9555118, 0.9471835, 0.92473114, 0.9132426, 0.9125602, 0.90382564, 0.8948566]"
131,Vk8l,[ 4  9 10 34],"[9, 4, 10, 3, 34, 13, 6, 0, 28, 1]","[0.9999607, 0.9999548, 0.9999023, 0.99963844, 0.99920106, 0.9980694, 0.9970081, 0.9864216, 0.98355985, 0.9799255]"
132,wu8l,[  2  17  30 143],"[2, 30, 3, 14, 55, 13, 0, 8, 17, 19]","[0.999956, 0.99992883, 0.9998926, 0.999799, 0.9997984, 0.99957925, 0.99957573, 0.99957085, 0.9992486, 0.99921453]"
133,jl8l,[0],"[9, 6, 0, 27, 14, 5, 4, 1, 34, 8]","[0.9993275, 0.998824, 0.9979007, 0.99752474, 0.99746764, 0.9967351, 0.99612594, 0.9959325, 0.9949498, 0.9939515]"
134,3V8l,[  0   1   5 144 190 384 743],"[5, 0, 1, 2, 7, 11, 16, 4, 37, 8]","[0.9988637, 0.9976581, 0.989406, 0.9882024, 0.9836625, 0.98211086, 0.97116333, 0.96638095, 0.9570434, 0.95628375]"
135,G68l,[ 0  1 35 85],"[0, 1, 2, 12, 48, 9, 36, 18, 35, 30]","[0.99877775, 0.9960201, 0.9902592, 0.9326357, 0.9219184, 0.92166257, 0.9174169, 0.91080153, 0.90594786, 0.90174586]"
136,Oh8l,[50],"[39, 15, 0, 29, 50, 2, 6, 4, 13, 80]","[0.9930241, 0.98727, 0.9840726, 0.9809549, 0.9775127, 0.97555876, 0.97345483, 0.9717343, 0.96919584, 0.96851885]"
137,MR8l,[386],"[4, 9, 57, 1, 10, 0, 31, 5, 3, 33]","[0.9955883, 0.99534094, 0.9949366, 0.993225, 0.9908432, 0.98667026, 0.98416436, 0.98234713, 0.9820633, 0.97967064]"
138,jF8l,[4 9],"[4, 3, 5, 16, 6, 9, 2, 41, 0, 10]","[0.98770636, 0.9821291, 0.9793959, 0.9741582, 0.97414786, 0.9736044, 0.96506894, 0.95861006, 0.9554265, 0.94987464]"
139,5E8l,[  2  75 104 145],"[8, 10, 6, 34, 3, 9, 13, 4, 12, 2]","[0.9995183, 0.9986752, 0.9978465, 0.9973818, 0.9966896, 0.9926988, 0.99235564, 0.9913715, 0.98657155, 0.98607624]"
140,Xr8l,[ 6 14],"[8, 0, 7, 2, 1, 6, 18, 12, 5, 14]","[0.9827096, 0.9739399, 0.94775975, 0.93192244, 0.9281486, 0.91963625, 0.9065392, 0.8983302, 0.87058264, 0.8685884]"
141,b88l,[3],"[3, 6, 4, 8, 13, 0, 10, 28, 1, 7]","[0.9997932, 0.9988135, 0.99846613, 0.99821794, 0.9962573, 0.9954127, 0.9943683, 0.9804464, 0.9755126, 0.9715748]"
142,2H8l,[714],"[0, 1, 43, 2, 5, 18, 9, 15, 23, 49]","[0.9982587, 0.9884138, 0.98463434, 0.98149073, 0.97676766, 0.97524, 0.96680176, 0.9660305, 0.9659872, 0.9659004]"
143,BQ8l,[570],"[0, 8, 2, 5, 1, 7, 12, 14, 10, 24]","[0.9715252, 0.9661631, 0.9407063, 0.93438214, 0.923803, 0.9212816, 0.9142724, 0.9084457, 0.8934941, 0.88881433]"
144,lL8l,[8],"[8, 9, 3, 10, 34, 0, 1, 6, 30, 5]","[0.987934, 0.9845468, 0.9808444, 0.980288, 0.9672266, 0.96642965, 0.9638914, 0.961974, 0.9451702, 0.92184997]"
145,Fz8l,[  0   1 822],"[0, 1, 5, 4, 13, 9, 2, 30, 43, 12]","[0.99991065, 0.9991493, 0.9989705, 0.9886105, 0.98708606, 0.97907907, 0.97729194, 0.9758426, 0.9735912, 0.96995604]"
146,ec8l,[ 3  4 28 33 38],"[4, 3, 9, 10, 14, 1, 6, 68, 0, 37]","[0.99781466, 0.9964559, 0.99378717, 0.9884161, 0.9701104, 0.9696163, 0.9461557, 0.93975997, 0.9345495, 0.93185353]"
147,H48l,[  0   1  69 236 404],"[0, 3, 7, 2, 8, 4, 12, 1, 61, 11]","[0.998358, 0.9962094, 0.9948332, 0.9927513, 0.99199075, 0.9901389, 0.98516726, 0.97848666, 0.9731063, 0.97282964]"
148,nz8l,[362],"[54, 14, 4, 0, 1, 3, 8, 30, 7, 13]","[0.99272305, 0.9862345, 0.9821171, 0.9819831, 0.98193467, 0.98097, 0.98029715, 0.968399, 0.9674754, 0.9670622]"
149,lj8l,[ 15  18  26 170 326 466],"[0, 5, 1, 50, 39, 6, 20, 2, 3, 17]","[0.9763682, 0.9695636, 0.9655751, 0.9625149, 0.96209955, 0.9598591, 0.9496165, 0.94923365, 0.94675076, 0.94260824]"
150,2L8l,[ 3  4  6 13 54],"[3, 4, 6, 13, 54, 28, 33, 9, 10, 11]","[0.9999849, 0.9998881, 0.99973714, 0.9979608, 0.99262536, 0.98875725, 0.9841589, 0.9798683, 0.9785303, 0.9765079]"
151,rg8l,[ 66 148 382 648],"[2, 0, 8, 14, 5, 9, 1, 7, 4, 18]","[0.9943583, 0.98508143, 0.97605455, 0.9693887, 0.9690056, 0.96441346, 0.9613631, 0.959404, 0.9539843, 0.95256674]"
152,kI8l,[ 0 52 70],"[0, 1, 2, 12, 19, 13, 30, 17, 63, 70]","[0.9990815, 0.99706626, 0.99421835, 0.97516584, 0.97187513, 0.96880037, 0.9621497, 0.957535, 0.9569761, 0.9536164]"
153,728l,[3 6],"[3, 8, 6, 0, 2, 1, 16, 10, 4, 41]","[0.9995358, 0.9995091, 0.9981375, 0.9925467, 0.9910326, 0.9879068, 0.98384666, 0.9816227, 0.9743475, 0.972119]"
154,nQ8l,[ 21  23 592 879],"[2, 31, 0, 15, 16, 4, 5, 6, 47, 3]","[0.99974793, 0.99890924, 0.9988475, 0.99768776, 0.9976163, 0.99721766, 0.9971431, 0.99623966, 0.99428326, 0.99408764]"
155,7m8l,[ 50 933],"[0, 18, 66, 50, 12, 39, 1, 30, 3, 170]","[0.9845308, 0.9762634, 0.9629346, 0.95879835, 0.9557519, 0.9516026, 0.95062673, 0.9460638, 0.93598354, 0.9357603]"
156,GS8l,[168 188 594],"[1, 2, 9, 10, 188, 4, 13, 0, 28, 3]","[0.9987683, 0.997383, 0.99725103, 0.9971615, 0.9958948, 0.9958865, 0.99511546, 0.9947288, 0.9945209, 0.99429524]"
157,6R8l,[14],"[14, 1, 0, 4, 28, 12, 10, 9, 6, 36]","[0.9994781, 0.9828447, 0.9827304, 0.9768845, 0.9247155, 0.9175974, 0.91638386, 0.916166, 0.9160912, 0.9144369]"
158,4o8l,[  0   1 139],"[0, 2, 5, 12, 1, 8, 3, 6, 24, 62]","[0.98435855, 0.965744, 0.9491966, 0.9296292, 0.9296184, 0.9280617, 0.92274606, 0.89620745, 0.88721263, 0.8791344]"
159,KN8l,[  0   1  42 290 586],"[0, 1, 3, 13, 5, 4, 79, 2, 7, 8]","[0.9988422, 0.99789125, 0.97147655, 0.96976936, 0.9538981, 0.94466114, 0.94125247, 0.936402, 0.9331219, 0.9207087]"
160,9H8l,[  4  13 168],"[0, 4, 13, 2, 1, 9, 3, 6, 31, 5]","[0.9999791, 0.99997354, 0.9999501, 0.9999304, 0.9997956, 0.999667, 0.9995785, 0.99931747, 0.9992883, 0.99869055]"
161,gv8l,[  2   7  17  19 129],"[19, 3, 17, 2, 1, 12, 0, 8, 4, 11]","[0.99954164, 0.9993236, 0.9992213, 0.99692714, 0.9968335, 0.99647355, 0.99606794, 0.99520123, 0.9938022, 0.99366975]"
162,qO8l,[9],"[9, 37, 1, 10, 4, 0, 14, 34, 5, 2]","[0.99994075, 0.9992287, 0.999171, 0.9988104, 0.99868363, 0.9984068, 0.99106264, 0.986053, 0.9768586, 0.9763072]"
163,o38l,[ 26 199 326 707],"[11, 1, 13, 2, 0, 3, 5, 4, 9, 45]","[0.99991405, 0.9998846, 0.9998702, 0.99985474, 0.99985147, 0.99979657, 0.99979645, 0.99977535, 0.9995678, 0.99950624]"
164,r78l,[  8 225],"[3, 0, 1, 6, 12, 8, 10, 15, 5, 7]","[0.997562, 0.9960316, 0.9892892, 0.9845997, 0.9819517, 0.9817805, 0.96533954, 0.96042943, 0.9597644, 0.9581742]"
165,7q8l,[282],"[0, 54, 14, 8, 1, 7, 25, 16, 30, 4]","[0.9971502, 0.99624467, 0.99237704, 0.9916749, 0.99128354, 0.9836842, 0.9762076, 0.9747069, 0.97266746, 0.9718766]"
166,Ta8l,[884],"[0, 2, 1, 7, 3, 88, 40, 5, 18, 16]","[0.9440319, 0.918612, 0.8964742, 0.88732094, 0.8724333, 0.85981226, 0.8525368, 0.8435867, 0.8394004, 0.83574456]"
167,w18l,[  2 940],"[9, 0, 3, 1, 4, 5, 6, 16, 8, 26]","[0.9922075, 0.9910656, 0.98909837, 0.9884341, 0.9791214, 0.97605443, 0.95402944, 0.95033896, 0.942768, 0.9312043]"
168,0V8l,[2 7],"[14, 2, 0, 7, 4, 5, 1, 8, 18, 10]","[0.9840666, 0.96576166, 0.9619293, 0.95326704, 0.945621, 0.9413816, 0.93482125, 0.9234854, 0.91966254, 0.90516937]"
169,4w8l,[ 0 12],"[14, 5, 0, 25, 11, 152, 28, 16, 4, 2]","[0.9886339, 0.96337855, 0.94960564, 0.9269184, 0.9202202, 0.9141097, 0.9121779, 0.90746677, 0.8992823, 0.8983089]"
170,QE8l,[3],"[3, 4, 6, 0, 5, 16, 10, 38, 12, 103]","[0.99963164, 0.99785393, 0.9940672, 0.98362064, 0.97984076, 0.9772295, 0.974231, 0.96881413, 0.9663502, 0.9634284]"
171,Z18l,[ 21  23  73 554],"[1, 8, 0, 2, 11, 5, 36, 21, 23, 10]","[0.9996833, 0.999589, 0.999405, 0.998664, 0.9978969, 0.9977219, 0.9968873, 0.9962466, 0.9928225, 0.9921204]"
172,lp8l,[  2  44  46 107 109 114 138 145],"[2, 0, 46, 44, 107, 1, 3, 12, 109, 6]","[0.99999917, 0.99999785, 0.99996144, 0.9999354, 0.9998982, 0.9998958, 0.9997469, 0.999743, 0.99964917, 0.9996201]"
173,3b8l,[ 0 12],"[0, 1, 24, 10, 73, 15, 23, 20, 9, 158]","[0.9864305, 0.97839046, 0.97009563, 0.96596515, 0.9567342, 0.9545723, 0.9466963, 0.9445866, 0.9435563, 0.93956685]"
174,h28l,[8],"[8, 6, 0, 3, 4, 27, 1, 2, 12, 98]","[0.99991345, 0.99972534, 0.9956012, 0.99187815, 0.9868555, 0.9863601, 0.98353386, 0.96947026, 0.9632957, 0.96304333]"
175,O48l,[726],"[2, 8, 1, 0, 877, 89, 52, 12, 6, 9]","[0.97189367, 0.9649581, 0.96174014, 0.9605745, 0.9525354, 0.946092, 0.927907, 0.92643446, 0.9235126, 0.92138577]"
176,f28l,[  5 328 764],"[5, 0, 1, 2, 16, 11, 308, 46, 105, 3]","[0.9993175, 0.9954959, 0.99167305, 0.99153495, 0.9877311, 0.9815697, 0.9692147, 0.9690691, 0.9668519, 0.96507597]"
177,Ua8l,[  0   1 387],"[0, 1, 36, 42, 11, 63, 23, 5, 18, 20]","[0.99610376, 0.9959415, 0.95690894, 0.95580024, 0.9389468, 0.9328892, 0.9309987, 0.9183757, 0.91194355, 0.90932405]"
178,df8l,[  2   7  17 129],"[0, 4, 3, 68, 2, 10, 1, 5, 14, 26]","[0.9764693, 0.9724324, 0.96178305, 0.95551765, 0.9515544, 0.9334985, 0.9329408, 0.9314945, 0.9295884, 0.9234181]"
179,vM8l,[  0  12 237],"[12, 0, 8, 1, 4, 13, 5, 175, 89, 2]","[0.9972373, 0.99713624, 0.99145687, 0.97914153, 0.9743997, 0.9715111, 0.96831334, 0.9660324, 0.9580752, 0.957622]"
180,v88l,[ 25 379 735],"[25, 0, 1, 7, 12, 16, 2, 36, 13, 48]","[0.99904317, 0.9954685, 0.98645294, 0.9706577, 0.9579532, 0.9490464, 0.94768286, 0.94529176, 0.93996215, 0.93516725]"
181,Qt8l,[ 53  58 163 232 427],"[1, 2, 0, 7, 12, 45, 29, 15, 56, 11]","[0.9891058, 0.9867808, 0.98497796, 0.96278167, 0.95279837, 0.9456737, 0.9440292, 0.9398079, 0.9369253, 0.9357449]"
182,D28l,[962],"[0, 1, 7, 12, 195, 2, 16, 11, 124, 26]","[0.96215, 0.954566, 0.9430667, 0.92715025, 0.92436457, 0.9223225, 0.90324986, 0.9009694, 0.88748133, 0.8863729]"
183,uQ8l,[3],"[0, 1, 11, 14, 3, 5, 12, 2, 36, 10]","[0.9829987, 0.9714998, 0.9426642, 0.9404582, 0.9338461, 0.9163736, 0.90844566, 0.90791893, 0.9037049, 0.8967495]"
184,bx8l,[ 36 147],"[0, 14, 1, 5, 12, 7, 6, 8, 2, 34]","[0.98105186, 0.9693007, 0.95359856, 0.8954052, 0.8765508, 0.87309384, 0.8403689, 0.83962035, 0.8383608, 0.8363402]"
185,E88l,[359 414],"[5, 0, 1, 8, 43, 9, 3, 88, 11, 6]","[0.96756023, 0.95961016, 0.95751435, 0.9396502, 0.93895555, 0.93297666, 0.91883695, 0.9135271, 0.90451545, 0.8960695]"
186,uu8l,[ 4  9 10 37],"[9, 10, 34, 4, 3, 37, 0, 57, 1, 6]","[0.99999857, 0.999997, 0.9999515, 0.99984765, 0.99645936, 0.9944723, 0.99437726, 0.9935829, 0.9925338, 0.99008965]"
187,CB8l,[  0 219],"[54, 0, 1, 7, 4, 10, 8, 13, 5, 51]","[0.9907521, 0.9902259, 0.98120505, 0.97041535, 0.9648735, 0.9631765, 0.96280086, 0.9622, 0.95713097, 0.9558326]"
188,za8l,[  5  15  18 140 170 314],"[4, 2, 0, 5, 9, 16, 47, 3, 58, 1]","[0.9509045, 0.9501222, 0.94744575, 0.9296086, 0.9190917, 0.9161016, 0.9139142, 0.90681225, 0.906407, 0.9049963]"
189,Gh8l,[25],"[4, 25, 5, 2, 0, 10, 6, 16, 8, 11]","[0.9358139, 0.9308902, 0.91881466, 0.9141854, 0.91029257, 0.90360975, 0.8800701, 0.868721, 0.8682794, 0.8498567]"
190,tT8l,[ 11  20  22 483],"[0, 27, 8, 3, 1, 6, 4, 10, 11, 5]","[0.9965949, 0.9945331, 0.99240303, 0.9881369, 0.98746026, 0.9843106, 0.9789388, 0.97146434, 0.9691179, 0.9676126]"
191,Nj8l,[  2   7  83 751],"[14, 0, 12, 2, 61, 7, 11, 5, 6, 1]","[0.99465454, 0.9824519, 0.9821745, 0.977813, 0.9677235, 0.96133196, 0.9611942, 0.958103, 0.95782566, 0.95193326]"
192,7Y8l,[4 6],"[6, 8, 3, 2, 0, 10, 17, 18, 51, 19]","[0.9985292, 0.995993, 0.9950438, 0.99248713, 0.989113, 0.9822269, 0.9814414, 0.972502, 0.9683281, 0.9635346]"
193,aY8l,[14],"[14, 1, 0, 4, 5, 9, 11, 15, 6, 28]","[0.99997807, 0.999768, 0.99966806, 0.9992317, 0.9983973, 0.99697775, 0.9946085, 0.9944942, 0.99396616, 0.9933556]"
194,cK8l,[39],"[2, 20, 11, 0, 32, 29, 3, 22, 15, 4]","[0.98518145, 0.97031164, 0.96852404, 0.95868576, 0.95678604, 0.9548291, 0.9493371, 0.94805115, 0.94265556, 0.9382799]"
195,uX8l,[  2   7 116 573],"[3, 8, 12, 0, 17, 4, 6, 1, 19, 2]","[0.984828, 0.9753817, 0.969552, 0.9679308, 0.9676687, 0.9596102, 0.95569813, 0.95515347, 0.9541414, 0.9453201]"
196,La8l,[  0 241],"[0, 5, 14, 61, 2, 1, 12, 8, 6, 7]","[0.9856376, 0.9623141, 0.9571471, 0.9534509, 0.9528762, 0.9524647, 0.9505719, 0.9360877, 0.9206076, 0.9194184]"
197,ix8l,[4],"[0, 3, 1, 6, 4, 12, 5, 16, 13, 14]","[0.9981942, 0.9953456, 0.9943776, 0.9930732, 0.98596776, 0.9750088, 0.97459495, 0.96791, 0.9665023, 0.9586667]"
198,9z8l,[3 6],"[3, 6, 0, 1, 4, 8, 5, 16, 13, 10]","[0.99998856, 0.9999304, 0.99917674, 0.99854386, 0.9985235, 0.9904686, 0.9850208, 0.9834392, 0.97945815, 0.97921646]"
199,Uj8l,[14],"[0, 61, 2, 14, 7, 12, 19, 1, 36, 13]","[0.97516, 0.9626444, 0.96210885, 0.961294, 0.9598168, 0.9471967, 0.938213, 0.93753076, 0.93524927, 0.9268047]"
200,dT8l,[ 26 194 445],"[26, 0, 5, 1, 10, 9, 36, 30, 12, 105]","[0.9988656, 0.99827754, 0.99786067, 0.99766934, 0.99692273, 0.9965066, 0.9958477, 0.994874, 0.9942843, 0.9941788]"
201,Q68l,[  5  16  49 265],"[1, 0, 9, 14, 36, 16, 18, 4, 11, 2]","[0.99809355, 0.9971626, 0.9735044, 0.9691423, 0.9636508, 0.9590956, 0.9586415, 0.9565884, 0.95401984, 0.9446802]"
202,Gp8l,[242 470],"[14, 0, 7, 6, 12, 5, 10, 3, 11, 1]","[0.98896444, 0.9858365, 0.9641735, 0.96115047, 0.95617145, 0.95513463, 0.95147717, 0.94847745, 0.9425273, 0.939793]"
203,Hd8l,[16],"[1, 4, 9, 16, 163, 3, 31, 8, 0, 21]","[0.9596823, 0.9523761, 0.94676286, 0.91058993, 0.9004358, 0.8998798, 0.89703786, 0.8875781, 0.88541335, 0.87022185]"
204,HD8l,[556],"[3, 11, 16, 1, 0, 8, 6, 4, 10, 22]","[0.99356735, 0.99265015, 0.9881668, 0.9817892, 0.9817187, 0.98005086, 0.9790745, 0.9752071, 0.97503734, 0.9715152]"
205,o78l,[  2  18  43  59  60  76 101 286],"[2, 5, 30, 7, 15, 6, 43, 0, 49, 16]","[0.99998766, 0.9994992, 0.99861336, 0.99850965, 0.9982196, 0.9980081, 0.9979626, 0.9979116, 0.9973202, 0.9968043]"
206,938l,[ 2 45],"[2, 0, 56, 7, 43, 30, 45, 1, 16, 5]","[0.9991241, 0.99223787, 0.9906237, 0.99041957, 0.9882021, 0.9881369, 0.9860617, 0.9849883, 0.9832541, 0.9762398]"
207,RU8l,[  2  45  51  56  77 456],"[2, 0, 45, 56, 155, 25, 51, 77, 23, 46]","[0.9997258, 0.99924314, 0.99920636, 0.99901056, 0.99854684, 0.99613106, 0.9955604, 0.99538434, 0.9949635, 0.9934504]"
208,Bt8l,[  2  45  51  56  77 212],"[2, 56, 45, 0, 77, 51, 1, 12, 46, 145]","[0.99959886, 0.9991484, 0.9989103, 0.99754894, 0.99594295, 0.99549466, 0.9931576, 0.9902363, 0.9866464, 0.9850762]"
209,Un8l,[100],"[0, 2, 7, 9, 6, 1, 82, 27, 73, 21]","[0.9871207, 0.9802967, 0.9748339, 0.97454935, 0.97322696, 0.96896183, 0.96338964, 0.9574409, 0.9570534, 0.95446074]"
210,fp8l,[4],"[0, 4, 2, 1, 5, 3, 10, 36, 68, 33]","[0.9999706, 0.9993243, 0.99848604, 0.9982782, 0.99617827, 0.99617743, 0.9951226, 0.99488175, 0.99481297, 0.9915582]"
211,iW8l,[3 4],"[4, 9, 10, 3, 34, 14, 6, 58, 2, 11]","[0.99773026, 0.9969553, 0.99570906, 0.99390733, 0.99160564, 0.985746, 0.9823085, 0.97123694, 0.9677975, 0.9649775]"
212,Sc8l,[ 4  9 10 34],"[9, 10, 34, 4, 0, 1, 24, 11, 6, 643]","[0.99975294, 0.99957705, 0.9988652, 0.9977624, 0.9864242, 0.98081553, 0.9714018, 0.97023606, 0.96876335, 0.9592846]"
213,A48l,[2],"[2, 0, 12, 3, 26, 7, 1, 8, 6, 82]","[0.99994123, 0.99986935, 0.99957836, 0.9981879, 0.9975157, 0.9972198, 0.99683356, 0.9966564, 0.9960516, 0.9930274]"
214,2O8l,[3 4],"[3, 4, 10, 9, 0, 1, 58, 68, 37, 17]","[0.9998722, 0.99875104, 0.9984323, 0.9951343, 0.9872022, 0.985295, 0.98350394, 0.9697975, 0.9635032, 0.95958036]"
215,LG8l,[ 2 18 43 59 60 76],"[5, 14, 4, 2, 7, 3, 18, 6, 0, 9]","[0.98710394, 0.96380544, 0.9632485, 0.95591986, 0.9551686, 0.9534023, 0.95251775, 0.945305, 0.9452071, 0.93412226]"
216,8n8l,[ 39 121 156 338],"[39, 9, 0, 66, 50, 3, 4, 10, 73, 6]","[0.9985076, 0.9967402, 0.9936853, 0.9909697, 0.9899701, 0.9894291, 0.9894054, 0.98885465, 0.9807098, 0.9804974]"
217,if8l,[ 2 30],"[0, 4, 10, 3, 9, 1, 2, 17, 98, 19]","[0.9682928, 0.96560127, 0.9617046, 0.950797, 0.93920666, 0.9312891, 0.93043494, 0.9223348, 0.9090783, 0.8966526]"
218,XC8l,[ 5 16],"[5, 16, 1, 0, 4, 9, 7, 8, 15, 3]","[0.9980178, 0.9949939, 0.99477154, 0.9860457, 0.9810803, 0.9703876, 0.96521497, 0.9648819, 0.95570767, 0.95319986]"
