,VideoId,True labels,Pred labels,Confidence
121,vM8l,[  0  12 237],"[12, 19, 17, 0, 443, 8, 538, 448, 118, 91]","[0.99999714, 0.9969333, 0.99675906, 0.99437857, 0.9942473, 0.9939692, 0.99369264, 0.98873425, 0.9842664, 0.9804646]"
122,Qt8l,[ 53  58 163 232 427],"[17, 15, 58, 2, 53, 30, 232, 7, 18, 163]","[0.9999897, 0.9999205, 0.9999099, 0.99988544, 0.99985844, 0.9998344, 0.999825, 0.99981636, 0.99970317, 0.99956685]"
123,uQ8l,[3],"[14, 8, 11, 118, 385, 89, 181, 71, 52, 18]","[0.9980974, 0.95521915, 0.9445626, 0.94343257, 0.90965235, 0.90372056, 0.9031734, 0.9022832, 0.9004941, 0.8943292]"
124,bx8l,[ 36 147],"[0, 1, 36, 27, 94, 63, 35, 153, 12, 124]","[1.0, 1.0, 0.99998665, 0.999899, 0.9996872, 0.99947786, 0.9993388, 0.99929976, 0.9985868, 0.99722207]"
125,E88l,[359 414],"[89, 14, 155, 26, 310, 140, 30, 182, 118, 64]","[0.99590814, 0.9939383, 0.9898632, 0.9892541, 0.9848074, 0.9813541, 0.9753431, 0.9747815, 0.96183103, 0.9599103]"
126,CB8l,[  0 219],"[0, 1, 27, 36, 153, 35, 219, 142, 124, 94]","[1.0, 1.0, 0.99999976, 0.9999945, 0.99997497, 0.99977076, 0.9997102, 0.99948156, 0.99926525, 0.99895835]"
127,Nj8l,[  2   7  83 751],"[2, 7, 17, 83, 541, 778, 30, 135, 720, 208]","[1.0, 1.0, 1.0, 1.0, 0.9999993, 0.9999992, 0.99999917, 0.99999785, 0.9999927, 0.9999889]"
128,7Y8l,[4 6],"[6, 8, 558, 30, 340, 857, 308, 118, 4, 552]","[0.999851, 0.9957155, 0.9879358, 0.9877866, 0.9765868, 0.9529445, 0.94824773, 0.93760026, 0.93151534, 0.9284619]"
129,aY8l,[14],"[14, 11, 12, 8, 91, 18, 52, 7, 385, 32]","[0.9994459, 0.994908, 0.9906464, 0.9649834, 0.95996237, 0.9557768, 0.95166576, 0.95040977, 0.9502462, 0.9489582]"
130,cK8l,[39],"[233, 50, 39, 207, 121, 202, 156, 393, 65, 529]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999988, 0.9992337]"
131,La8l,[  0 241],"[0, 1, 27, 35, 36, 153, 94, 111, 241, 42]","[1.0, 1.0, 0.9999997, 0.99999046, 0.9999678, 0.99989164, 0.9997833, 0.9997802, 0.99960345, 0.9994862]"
132,9z8l,[3 6],"[8, 11, 7, 89, 32, 22, 20, 2, 129, 91]","[0.99999285, 0.9991745, 0.99587536, 0.9903681, 0.99021935, 0.97723866, 0.97603464, 0.96703625, 0.9602057, 0.9594969]"
133,dT8l,[ 26 194 445],"[7, 15, 18, 11, 2, 30, 17, 32, 140, 49]","[0.9991649, 0.99567413, 0.99552643, 0.98578393, 0.98216766, 0.97546977, 0.9684136, 0.9673363, 0.9672611, 0.9655105]"
134,Q68l,[  5  16  49 265],"[5, 49, 80, 16, 169, 14, 265, 204, 127, 922]","[0.99999785, 0.9999956, 0.9999885, 0.99976635, 0.99659383, 0.99635124, 0.99584126, 0.99474573, 0.9945911, 0.9890276]"
135,Hd8l,[16],"[0, 5, 16, 1, 136, 49, 153, 8, 190, 350]","[0.9994265, 0.99904144, 0.99301845, 0.98518515, 0.9844816, 0.95922995, 0.9584973, 0.9569607, 0.95625854, 0.95387566]"
136,HD8l,[556],"[11, 20, 32, 152, 71, 8, 22, 12, 52, 103]","[0.99953043, 0.9993712, 0.99894917, 0.99871266, 0.9985989, 0.99737746, 0.9970308, 0.9969307, 0.9952808, 0.9931567]"
137,RU8l,[  2  45  51  56  77 456],"[51, 2, 45, 7, 295, 77, 212, 540, 56, 137]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
138,Bt8l,[  2  45  51  56  77 212],"[137, 56, 2, 51, 45, 77, 7, 295, 30, 212]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99999857, 0.9999983, 0.9999839, 0.99997926]"
139,fp8l,[4],"[3, 4, 13, 6, 10, 14, 168, 9, 54, 325]","[1.0, 1.0, 0.999998, 0.99998605, 0.9996021, 0.99896765, 0.9985436, 0.99503124, 0.99229795, 0.99030685]"
140,iW8l,[3 4],"[14, 61, 140, 12, 749, 8, 18, 49, 197, 308]","[0.95524764, 0.9364921, 0.91454476, 0.9119692, 0.9105832, 0.9040221, 0.8995656, 0.89869416, 0.8816814, 0.8754078]"
141,Sc8l,[ 4  9 10 34],"[34, 4, 37, 9, 10, 840, 550, 1757, 539, 71]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99951935, 0.99858, 0.9931382, 0.9924485, 0.9912476]"
142,A48l,[2],"[14, 12, 11, 123, 22, 32, 20, 210, 724, 204]","[0.9999739, 0.99562633, 0.9932091, 0.98814094, 0.98704064, 0.98399585, 0.98209524, 0.9784194, 0.97655165, 0.97622263]"
143,2O8l,[3 4],"[9, 3, 13, 10, 4, 6, 28, 33, 38, 54]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99977875]"
144,LG8l,[ 2 18 43 59 60 76],"[101, 60, 18, 43, 59, 385, 15, 419, 7, 2]","[0.99992466, 0.9997894, 0.99978137, 0.9991437, 0.9982755, 0.9980662, 0.9965426, 0.9943012, 0.99329686, 0.9904263]"
145,8n8l,[ 39 121 156 338],"[121, 39, 202, 156, 207, 233, 50, 393, 65, 66]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9999999, 0.9999959, 0.9999958, 0.9998733, 0.9998506]"
146,if8l,[ 2 30],"[30, 17, 8, 11, 7, 32, 18, 2, 14, 15]","[0.9970348, 0.99657005, 0.9938725, 0.993206, 0.9916134, 0.9904291, 0.9879758, 0.9857886, 0.9814764, 0.97951746]"
147,XC8l,[ 5 16],"[0, 1, 35, 350, 103, 5, 27, 537, 153, 118]","[0.999996, 0.99999034, 0.999604, 0.99934936, 0.99923337, 0.9986162, 0.99803543, 0.99759185, 0.99508995, 0.9926683]"
