,VideoId,True labels,Pred labels,Confidence
119,f28l,[  5 328 764],"[5, 16, 84, 339, 150, 144, 618, 191, 968, 405]","[0.99999326, 0.99537593, 0.9305118, 0.9024017, 0.9019162, 0.9014666, 0.90079856, 0.90071535, 0.88609785, 0.87983036]"
120,Ua8l,[  0   1 387],"[1, 0, 36, 27, 132, 185, 167, 42, 124, 142]","[0.99993116, 0.99987847, 0.98817384, 0.95309246, 0.95250654, 0.94307554, 0.94213617, 0.928232, 0.92439795, 0.91301966]"
121,vM8l,[  0  12 237],"[12, 164, 13, 175, 89, 310, 811, 538, 91, 353]","[0.9993888, 0.98738927, 0.9754913, 0.95498395, 0.9196489, 0.918661, 0.91466606, 0.9143468, 0.90183157, 0.8798851]"
122,Qt8l,[ 53  58 163 232 427],"[60, 2, 18, 101, 239, 232, 53, 15, 58, 59]","[0.993485, 0.99166024, 0.9900079, 0.9896983, 0.98675, 0.98536074, 0.9838096, 0.97933865, 0.9777751, 0.97762024]"
123,uQ8l,[3],"[1, 0, 42, 85, 294, 387, 52, 14, 79, 82]","[0.9826732, 0.96101284, 0.94672704, 0.93590736, 0.930362, 0.9148618, 0.8996725, 0.887405, 0.87917143, 0.8778456]"
124,bx8l,[ 36 147],"[0, 5, 1, 63, 244, 14, 241, 36, 670, 898]","[0.9897784, 0.9614184, 0.96141744, 0.95222825, 0.915488, 0.89499444, 0.89197135, 0.87924206, 0.8713904, 0.86646223]"
125,E88l,[359 414],"[527, 310, 256, 50, 182, 474, 282, 238, 14, 251]","[0.9385656, 0.9385531, 0.9341068, 0.93246615, 0.9274577, 0.9233727, 0.9158757, 0.9007637, 0.90025985, 0.8977908]"
126,CB8l,[  0 219],"[54, 13, 97, 4, 134, 243, 1, 459, 254, 337]","[0.9989536, 0.98080987, 0.9776462, 0.9659265, 0.9611963, 0.9559256, 0.95413935, 0.9466338, 0.9456655, 0.93358827]"
127,Nj8l,[  2   7  83 751],"[83, 2, 7, 720, 14, 751, 262, 541, 778, 542]","[0.99994326, 0.99970824, 0.9945219, 0.99325275, 0.99073035, 0.99062806, 0.9872267, 0.9822578, 0.98050237, 0.9739346]"
128,7Y8l,[4 6],"[6, 3, 10, 4, 133, 325, 8, 13, 622, 19]","[0.9998473, 0.99953794, 0.99748087, 0.9927463, 0.9897523, 0.9754637, 0.950596, 0.9393847, 0.934855, 0.9342309]"
129,aY8l,[14],"[14, 12, 501, 725, 578, 367, 708, 270, 756, 134]","[0.9999896, 0.96104777, 0.92949057, 0.9202415, 0.91874176, 0.91706, 0.89986193, 0.8890034, 0.8879483, 0.8876274]"
130,cK8l,[39],"[39, 156, 121, 50, 207, 202, 233, 393, 65, 503]","[0.99999195, 0.99961174, 0.9994747, 0.9992404, 0.9990999, 0.99900186, 0.99887383, 0.99843526, 0.9967903, 0.99662244]"
131,La8l,[  0 241],"[0, 1, 5, 319, 241, 14, 751, 61, 720, 316]","[0.99843407, 0.97845435, 0.94549334, 0.93585193, 0.931412, 0.9250169, 0.91113913, 0.9048112, 0.8757267, 0.87139255]"
132,9z8l,[3 6],"[3, 6, 89, 8, 558, 153, 1933, 761, 1002, 1512]","[0.9999954, 0.9999933, 0.9921651, 0.9816685, 0.95587516, 0.9381728, 0.92482734, 0.91762793, 0.9174967, 0.91429853]"
133,dT8l,[ 26 194 445],"[26, 610, 510, 130, 72, 260, 194, 574, 189, 240]","[0.9997955, 0.9962953, 0.989507, 0.9858259, 0.9851223, 0.98400164, 0.9805645, 0.9747082, 0.9741858, 0.9676664]"
134,Q68l,[  5  16  49 265],"[5, 16, 80, 1, 49, 84, 986, 169, 127, 354]","[0.99712265, 0.99449635, 0.9637003, 0.9600912, 0.95108867, 0.9462395, 0.9246654, 0.9237257, 0.915629, 0.9122424]"
135,Hd8l,[16],"[47, 57, 31, 5, 195, 40, 133, 16, 81, 782]","[0.971243, 0.96937, 0.9671085, 0.96212083, 0.95396423, 0.93909526, 0.92536616, 0.9067401, 0.874012, 0.87205076]"
136,HD8l,[556],"[32, 22, 20, 29, 11, 71, 152, 126, 187, 893]","[0.988587, 0.98792386, 0.9825127, 0.9778619, 0.9759041, 0.97436106, 0.9560473, 0.9526431, 0.9398912, 0.921354]"
137,RU8l,[  2  45  51  56  77 456],"[56, 2, 45, 77, 51, 137, 212, 295, 456, 540]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99999774, 0.99998, 0.9999329, 0.99694383, 0.99659204]"
138,Bt8l,[  2  45  51  56  77 212],"[45, 2, 51, 56, 77, 212, 137, 46, 109, 44]","[1.0, 1.0, 0.99999976, 0.99999976, 0.9999993, 0.99995446, 0.99973345, 0.99961245, 0.99895126, 0.99818325]"
139,fp8l,[4],"[4, 3, 38, 10, 55, 58, 186, 945, 1668, 9]","[0.99967563, 0.9985368, 0.99251544, 0.99185514, 0.9898162, 0.9883548, 0.9845818, 0.9798238, 0.96884286, 0.96469456]"
140,iW8l,[3 4],"[4, 9, 3, 10, 34, 6, 14, 37, 28, 214]","[0.9999517, 0.99991465, 0.9991654, 0.9988158, 0.9939972, 0.9874927, 0.98173857, 0.97582495, 0.9338635, 0.90362275]"
141,Sc8l,[ 4  9 10 34],"[9, 34, 10, 4, 37, 78, 454, 21, 117, 840]","[1.0, 1.0, 1.0, 0.9999441, 0.99800915, 0.9736589, 0.95174044, 0.95123637, 0.9461317, 0.9299871]"
142,A48l,[2],"[12, 7, 2, 11, 20, 60, 359, 52, 524, 220]","[0.99937165, 0.99850285, 0.9921851, 0.98636174, 0.98209125, 0.9794905, 0.97889984, 0.9753543, 0.9699371, 0.96770096]"
143,2O8l,[3 4],"[3, 4, 9, 10, 28, 6, 33, 38, 13, 37]","[1.0, 1.0, 0.99997103, 0.9998863, 0.9994266, 0.9992922, 0.999243, 0.9990151, 0.99376243, 0.985592]"
144,LG8l,[ 2 18 43 59 60 76],"[101, 60, 14, 59, 43, 18, 71, 474, 958, 182]","[0.9845792, 0.9761742, 0.97057503, 0.9691961, 0.9555881, 0.9489219, 0.93714786, 0.909046, 0.8985393, 0.8966311]"
145,8n8l,[ 39 121 156 338],"[39, 121, 156, 207, 50, 202, 503, 66, 65, 393]","[0.9999983, 0.9998466, 0.9993944, 0.9986448, 0.99825895, 0.9979906, 0.997949, 0.99625766, 0.99082637, 0.99009717]"
146,if8l,[ 2 30],"[17, 19, 72, 3, 2, 98, 53, 214, 182, 37]","[0.90180063, 0.8932754, 0.8700279, 0.8681946, 0.8638103, 0.8495533, 0.8252218, 0.81032777, 0.78686035, 0.7852894]"
147,XC8l,[ 5 16],"[16, 5, 136, 355, 379, 346, 292, 0, 151, 407]","[0.99713004, 0.99576163, 0.96894, 0.9193457, 0.91209084, 0.9047532, 0.90423346, 0.8948823, 0.8928819, 0.8901915]"
