,VideoId,True labels,Pred labels,Confidence
120,9U8l,[ 4  9 10],"[13, 9, 3, 4, 10, 6, 34, 1, 33, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9999995, 0.9999877, 0.9999865, 0.9999738, 0.99996996]"
121,h48l,[760 788 948],"[2, 4, 10, 0, 1, 6, 8, 9, 17, 28]","[0.9954977, 0.99417424, 0.9922956, 0.9922281, 0.98688436, 0.9807365, 0.9800323, 0.9791316, 0.9778504, 0.97583747]"
122,gu8l,[ 3 28],"[3, 4, 6, 28, 13, 38, 33, 9, 17, 10]","[0.99999946, 0.99996704, 0.99992216, 0.99964446, 0.9984263, 0.9980507, 0.99763685, 0.9961444, 0.995631, 0.9952822]"
123,6n8l,[ 15  18  96 463],"[4, 3, 6, 2, 15, 0, 9, 13, 10, 1]","[0.9999999, 0.99999976, 0.99999917, 0.9999989, 0.9999983, 0.999998, 0.99999785, 0.999996, 0.9999956, 0.99998856]"
124,U08l,[3],"[3, 4, 6, 27, 17, 28, 5, 0, 9, 14]","[0.99998057, 0.9997984, 0.99951255, 0.99936086, 0.9989728, 0.998951, 0.9986844, 0.99838114, 0.9983225, 0.998065]"
125,A98l,[14],"[14, 0, 8, 1, 58, 34, 12, 2, 10, 6]","[0.99681044, 0.96541053, 0.9615779, 0.9611137, 0.9431534, 0.9368751, 0.9362236, 0.9315903, 0.9309139, 0.92268056]"
126,QJ8l,[12],"[0, 14, 1, 8, 10, 3, 9, 23, 12, 6]","[0.9999992, 0.99999297, 0.9999927, 0.9999917, 0.99999005, 0.9998955, 0.99989426, 0.99988353, 0.9998757, 0.9998398]"
127,YB8l,[ 1 25],"[1, 14, 2, 9, 4, 0, 15, 5, 8, 3]","[0.97406995, 0.9601929, 0.95106226, 0.9462023, 0.9304003, 0.9287764, 0.9127913, 0.9109695, 0.90185827, 0.896224]"
128,md8l,[ 3  4 10 13],"[4, 13, 3, 10, 9, 6, 2, 33, 14, 54]","[0.9999979, 0.99999654, 0.99999446, 0.9999449, 0.99938476, 0.99928117, 0.99926037, 0.9978372, 0.9964974, 0.9960679]"
129,aa8l,[347 871],"[2, 0, 10, 4, 25, 7, 17, 9, 13, 28]","[0.9806961, 0.96922684, 0.95741534, 0.9509351, 0.9473655, 0.946455, 0.9393784, 0.93931305, 0.93806803, 0.937709]"
130,bw8l,[ 4  9 14],"[14, 9, 10, 4, 0, 1, 6, 13, 2, 3]","[0.99647915, 0.99645364, 0.98517174, 0.9845209, 0.983943, 0.9836559, 0.9754756, 0.9745029, 0.97366345, 0.96072]"
131,Vk8l,[ 4  9 10 34],"[34, 10, 4, 9, 0, 37, 8, 13, 2, 6]","[1.0, 1.0, 1.0, 1.0, 0.9999596, 0.9999543, 0.99994254, 0.9999404, 0.9999323, 0.99985445]"
132,wu8l,[  2  17  30 143],"[2, 17, 3, 19, 4, 0, 5, 13, 16, 53]","[0.9999783, 0.9997892, 0.99946713, 0.99909556, 0.9988237, 0.99869144, 0.998471, 0.99825656, 0.9981861, 0.9980484]"
133,jl8l,[0],"[0, 1, 3, 6, 10, 4, 13, 8, 27, 15]","[0.9999982, 0.999997, 0.9999689, 0.99994254, 0.9999398, 0.999927, 0.9998355, 0.9997741, 0.9995673, 0.99952424]"
134,3V8l,[  0   1   5 144 190 384 743],"[0, 5, 1, 16, 6, 4, 2, 10, 9, 8]","[0.99786645, 0.99715936, 0.994719, 0.98349124, 0.98048985, 0.9695779, 0.963838, 0.9577638, 0.9545771, 0.9486456]"
135,G68l,[ 0  1 35 85],"[0, 1, 2, 4, 35, 13, 7, 25, 17, 10]","[0.99634033, 0.9929812, 0.9862183, 0.98284364, 0.9717041, 0.9679868, 0.96691895, 0.9661912, 0.9579371, 0.9550489]"
136,Oh8l,[50],"[4, 3, 13, 6, 2, 20, 1, 22, 11, 10]","[0.9998019, 0.99960685, 0.99858534, 0.9979451, 0.997669, 0.99585557, 0.99542195, 0.99518025, 0.9949622, 0.9947494]"
137,MR8l,[386],"[0, 3, 4, 10, 13, 9, 1, 2, 6, 16]","[0.9999995, 0.99999714, 0.99999607, 0.99999326, 0.99998975, 0.99998504, 0.9999666, 0.99996305, 0.9999554, 0.99994504]"
138,jF8l,[4 9],"[4, 10, 9, 3, 6, 13, 8, 34, 38, 0]","[0.9951517, 0.99506855, 0.99078506, 0.9898019, 0.98619145, 0.96826744, 0.9649926, 0.9649025, 0.96004546, 0.9456583]"
139,5E8l,[  2  75 104 145],"[2, 7, 0, 17, 4, 19, 3, 6, 1, 13]","[0.99987936, 0.9992782, 0.9988884, 0.9988049, 0.9987682, 0.99749655, 0.99567574, 0.99540365, 0.9934834, 0.991418]"
140,Xr8l,[ 6 14],"[8, 14, 0, 6, 1, 17, 27, 10, 4, 18]","[0.99520653, 0.99163973, 0.987849, 0.9806222, 0.97195756, 0.9517453, 0.9503844, 0.94796455, 0.947914, 0.9477234]"
141,b88l,[3],"[3, 4, 6, 0, 1, 38, 28, 9, 8, 13]","[1.0, 0.9999979, 0.9999935, 0.99995995, 0.9998652, 0.99936306, 0.99932766, 0.99834895, 0.9980854, 0.9977523]"
142,2H8l,[714],"[6, 3, 0, 4, 1, 106, 10, 9, 13, 12]","[0.9991566, 0.99683696, 0.9964254, 0.9939352, 0.99166495, 0.9892038, 0.98919654, 0.9890652, 0.98674816, 0.98349524]"
143,BQ8l,[570],"[2, 6, 4, 7, 13, 9, 3, 22, 5, 11]","[0.99999785, 0.99999154, 0.99998677, 0.99998564, 0.9999811, 0.99997234, 0.9999723, 0.9999665, 0.99996614, 0.9999521]"
144,lL8l,[8],"[9, 17, 0, 8, 2, 14, 13, 10, 5, 1]","[0.9999252, 0.99991095, 0.9999043, 0.9999033, 0.9998672, 0.99970555, 0.9995731, 0.9994277, 0.99930906, 0.99920404]"
145,Fz8l,[  0   1 822],"[0, 1, 6, 10, 8, 4, 5, 3, 11, 16]","[0.99999374, 0.99998605, 0.9994166, 0.9990223, 0.9986125, 0.99851465, 0.99815637, 0.9974208, 0.9967497, 0.99672985]"
146,ec8l,[ 3  4 28 33 38],"[3, 4, 0, 6, 1, 33, 13, 28, 38, 9]","[1.0, 1.0, 0.9999999, 0.9999997, 0.9999992, 0.9999974, 0.9999966, 0.9999963, 0.9999938, 0.9999922]"
147,H48l,[  0   1  69 236 404],"[0, 1, 5, 3, 9, 4, 6, 13, 28, 8]","[0.99941933, 0.9992918, 0.99790823, 0.9977525, 0.99759936, 0.99751574, 0.99666286, 0.9964779, 0.99508846, 0.991482]"
148,nz8l,[362],"[0, 8, 2, 1, 6, 10, 5, 3, 17, 13]","[1.0, 1.0, 0.9999995, 0.9999991, 0.9999988, 0.99999756, 0.9999852, 0.9999765, 0.9999752, 0.99994564]"
149,lj8l,[ 15  18  26 170 326 466],"[5, 9, 1, 10, 3, 0, 16, 13, 14, 15]","[0.99998057, 0.9999584, 0.9999385, 0.9999224, 0.9998518, 0.9998404, 0.9997513, 0.99945235, 0.9991237, 0.9990883]"
150,2L8l,[ 3  4  6 13 54],"[3, 13, 6, 4, 0, 1, 8, 54, 2, 19]","[1.0, 0.9999919, 0.99998885, 0.9999782, 0.99988115, 0.9997011, 0.99931014, 0.99916744, 0.99875426, 0.998256]"
151,rg8l,[ 66 148 382 648],"[4, 14, 2, 7, 28, 9, 16, 3, 10, 6]","[0.9991528, 0.99519885, 0.9948875, 0.99133635, 0.99048865, 0.99025345, 0.9899839, 0.9895397, 0.9877212, 0.9841072]"
152,kI8l,[ 0 52 70],"[0, 52, 1, 70, 9, 10, 8, 16, 7, 36]","[0.9999845, 0.9997144, 0.999452, 0.99844164, 0.99819374, 0.9980867, 0.9946053, 0.9919209, 0.9912545, 0.99079204]"
153,728l,[3 6],"[6, 3, 4, 8, 13, 0, 2, 1, 10, 9]","[0.99997115, 0.9999527, 0.99964046, 0.9993319, 0.99870276, 0.99663025, 0.9964242, 0.9949756, 0.99265856, 0.9872903]"
154,nQ8l,[ 21  23 592 879],"[10, 9, 14, 4, 13, 31, 1, 74, 0, 33]","[0.9953377, 0.9925326, 0.98887885, 0.984187, 0.97748727, 0.97692406, 0.9767237, 0.971227, 0.9677286, 0.9674114]"
155,7m8l,[ 50 933],"[0, 3, 4, 1, 50, 2, 9, 13, 14, 38]","[0.9995934, 0.9994352, 0.9986626, 0.99862945, 0.99773556, 0.9971919, 0.9971013, 0.9962727, 0.9961157, 0.9957266]"
156,GS8l,[168 188 594],"[188, 4, 0, 168, 13, 3, 10, 28, 1, 8]","[0.99995005, 0.9998803, 0.99985117, 0.99982893, 0.9998092, 0.99967456, 0.9996631, 0.9995285, 0.99939644, 0.99938345]"
157,6R8l,[14],"[14, 2, 7, 9, 4, 3, 8, 10, 6, 13]","[0.99889964, 0.9977166, 0.9967278, 0.9927904, 0.9924046, 0.9893663, 0.98896337, 0.9867577, 0.9802381, 0.97511387]"
158,4o8l,[  0   1 139],"[0, 1, 10, 9, 3, 4, 6, 19, 13, 5]","[0.99993855, 0.9998982, 0.99918354, 0.9985418, 0.9979713, 0.9974912, 0.99617755, 0.9949386, 0.9947649, 0.9939548]"
159,KN8l,[  0   1  42 290 586],"[0, 1, 42, 111, 4, 8, 2, 10, 13, 9]","[0.9992815, 0.99703145, 0.99504673, 0.98270404, 0.98227584, 0.9810931, 0.9792714, 0.96986145, 0.95921874, 0.9588234]"
160,9H8l,[  4  13 168],"[4, 13, 3, 9, 10, 2, 33, 6, 168, 54]","[0.99973726, 0.9990525, 0.99774015, 0.9960988, 0.9956109, 0.9926223, 0.99240494, 0.99037015, 0.9899522, 0.9896049]"
161,gv8l,[  2   7  17  19 129],"[2, 17, 19, 0, 1, 4, 3, 16, 7, 6]","[0.9999824, 0.99994475, 0.9999387, 0.9998344, 0.9997697, 0.999607, 0.99941325, 0.99900126, 0.9988395, 0.9982227]"
162,qO8l,[9],"[2, 0, 6, 7, 13, 3, 11, 15, 31, 4]","[0.99999934, 0.99999726, 0.99999726, 0.99999356, 0.9999932, 0.9999896, 0.9999887, 0.9999814, 0.99996793, 0.9999641]"
163,o38l,[ 26 199 326 707],"[26, 0, 13, 3, 1, 8, 6, 2, 10, 11]","[0.9990895, 0.99792325, 0.99693096, 0.99631625, 0.9958373, 0.9910035, 0.98947656, 0.98832846, 0.988031, 0.9872191]"
164,r78l,[  8 225],"[3, 4, 6, 13, 0, 10, 8, 9, 1, 14]","[0.9983238, 0.9928719, 0.98905283, 0.9859834, 0.9822628, 0.9780177, 0.9768019, 0.97424924, 0.9709841, 0.9454498]"
165,7q8l,[282],"[0, 1, 6, 10, 4, 2, 8, 7, 34, 12]","[1.0, 1.0, 1.0, 1.0, 0.99999964, 0.9999996, 0.9999993, 0.9999973, 0.99999535, 0.9999951]"
166,Ta8l,[884],"[8, 11, 0, 6, 3, 4, 1, 14, 20, 41]","[0.998014, 0.99784195, 0.9978324, 0.996408, 0.9963094, 0.9957983, 0.9946643, 0.9940962, 0.9935726, 0.99199736]"
167,w18l,[  2 940],"[30, 2, 55, 3, 17, 10, 6, 13, 53, 9]","[1.0, 1.0, 0.9999956, 0.99891645, 0.99882543, 0.99876624, 0.9980324, 0.9975788, 0.9971267, 0.9968591]"
168,0V8l,[2 7],"[2, 17, 1, 0, 5, 4, 7, 6, 9, 30]","[0.9954237, 0.99206513, 0.9894831, 0.9879875, 0.9751179, 0.96553284, 0.96480155, 0.9626172, 0.9603838, 0.9574119]"
169,4w8l,[ 0 12],"[12, 0, 79, 5, 91, 13, 3, 11, 14, 4]","[0.9999709, 0.9999435, 0.98776543, 0.987072, 0.98112226, 0.97377115, 0.97290564, 0.96341795, 0.956104, 0.9544204]"
170,QE8l,[3],"[3, 4, 13, 6, 10, 2, 33, 0, 11, 9]","[0.9979017, 0.99751043, 0.98977816, 0.9706166, 0.96844995, 0.9487282, 0.9456756, 0.9432419, 0.94177103, 0.9384823]"
171,Z18l,[ 21  23  73 554],"[0, 4, 1, 9, 10, 8, 11, 17, 2, 13]","[0.9999927, 0.9999641, 0.9999613, 0.9999563, 0.9999395, 0.9998758, 0.9998733, 0.9998404, 0.99981225, 0.9997965]"
172,lp8l,[  2  44  46 107 109 114 138 145],"[2, 46, 109, 145, 107, 44, 114, 138, 4, 7]","[0.99999976, 0.99999833, 0.99999774, 0.9999976, 0.99999416, 0.9999851, 0.99997675, 0.9999745, 0.9999597, 0.99990106]"
173,3b8l,[ 0 12],"[0, 13, 1, 2, 4, 12, 3, 19, 9, 6]","[0.9999192, 0.9994714, 0.9993507, 0.9992135, 0.9991106, 0.999058, 0.99899626, 0.9987145, 0.99819577, 0.998163]"
174,h28l,[8],"[8, 6, 4, 10, 0, 14, 1, 2, 31, 18]","[0.9999919, 0.999977, 0.9995639, 0.999444, 0.998958, 0.99860114, 0.9985889, 0.9984946, 0.9983833, 0.99818814]"
175,O48l,[726],"[8, 6, 14, 2, 5, 0, 4, 3, 9, 10]","[0.9999392, 0.9998799, 0.9996677, 0.9996593, 0.9994729, 0.99914813, 0.9990953, 0.9988535, 0.9988439, 0.9981161]"
176,f28l,[  5 328 764],"[5, 16, 4, 10, 9, 49, 13, 8, 2, 17]","[0.9999136, 0.9957709, 0.99265015, 0.991483, 0.99021137, 0.98870134, 0.9811507, 0.97990084, 0.9775436, 0.977481]"
177,Ua8l,[  0   1 387],"[0, 1, 6, 10, 2, 8, 27, 9, 5, 4]","[0.99944264, 0.9988712, 0.9861958, 0.9699651, 0.9679891, 0.9676056, 0.96531075, 0.96379757, 0.9614806, 0.9573051]"
178,df8l,[  2   7  17 129],"[2, 7, 17, 19, 8, 48, 13, 6, 3, 33]","[0.9980166, 0.9921528, 0.99108195, 0.9817033, 0.9690769, 0.9662347, 0.9609034, 0.95805466, 0.9530861, 0.9355025]"
179,vM8l,[  0  12 237],"[12, 0, 13, 4, 3, 8, 9, 19, 6, 38]","[0.99999535, 0.99978364, 0.99958, 0.9994803, 0.99901354, 0.9988711, 0.99885917, 0.9986423, 0.9984771, 0.99701667]"
180,v88l,[ 25 379 735],"[1, 0, 14, 25, 5, 2, 4, 10, 28, 33]","[0.98091006, 0.97331345, 0.9703399, 0.95238256, 0.934384, 0.924165, 0.9232751, 0.8875865, 0.88528025, 0.882121]"
181,Qt8l,[ 53  58 163 232 427],"[2, 17, 58, 53, 55, 232, 9, 30, 60, 19]","[0.9988472, 0.99853015, 0.9981077, 0.99749196, 0.9938522, 0.9921313, 0.9917217, 0.9917208, 0.99107313, 0.98872983]"
182,D28l,[962],"[2, 9, 32, 8, 4, 10, 3, 7, 13, 11]","[0.9878031, 0.9686471, 0.9637977, 0.9552172, 0.9535406, 0.9529178, 0.9490802, 0.9471383, 0.9446494, 0.94321984]"
183,uQ8l,[3],"[4, 3, 6, 0, 9, 14, 10, 13, 1, 28]","[0.9992023, 0.9986548, 0.9912848, 0.9906069, 0.9903228, 0.9896486, 0.9885198, 0.98064435, 0.96933043, 0.96224827]"
184,bx8l,[ 36 147],"[0, 1, 4, 13, 10, 3, 6, 9, 8, 12]","[0.99998206, 0.9999747, 0.9999473, 0.9998772, 0.9998349, 0.99981236, 0.9996791, 0.99940664, 0.99925613, 0.99893904]"
185,E88l,[359 414],"[4, 6, 10, 14, 3, 5, 2, 0, 15, 39]","[0.9999014, 0.9998497, 0.9998175, 0.9996675, 0.9995153, 0.99928916, 0.99909866, 0.9990224, 0.9979334, 0.99781656]"
186,uu8l,[ 4  9 10 37],"[4, 37, 10, 9, 34, 0, 13, 6, 5, 1]","[1.0, 1.0, 1.0, 1.0, 0.9999998, 0.9999951, 0.9998131, 0.9998021, 0.9997283, 0.99970245]"
187,CB8l,[  0 219],"[0, 1, 3, 4, 34, 10, 27, 38, 6, 13]","[0.9999496, 0.9998996, 0.9989198, 0.9986334, 0.99809253, 0.99735963, 0.9953002, 0.9936293, 0.99290013, 0.9899529]"
188,za8l,[  5  15  18 140 170 314],"[5, 18, 15, 16, 2, 17, 3, 9, 13, 1]","[0.99925864, 0.9974376, 0.995656, 0.99464965, 0.9921526, 0.9894397, 0.98538035, 0.9851186, 0.9795867, 0.9787843]"
189,Gh8l,[25],"[14, 4, 3, 1, 9, 10, 0, 2, 11, 20]","[0.97291076, 0.9727535, 0.95880044, 0.95777553, 0.9511593, 0.95095503, 0.9395237, 0.93095535, 0.92848396, 0.9251775]"
190,tT8l,[ 11  20  22 483],"[11, 4, 3, 8, 22, 0, 13, 20, 10, 6]","[0.9999994, 0.99999744, 0.99999523, 0.99998087, 0.99997425, 0.999967, 0.9999614, 0.99995637, 0.9999515, 0.99994665]"
191,Nj8l,[  2   7  83 751],"[83, 2, 7, 11, 17, 3, 541, 13, 33, 0]","[0.99999714, 0.9999918, 0.9999789, 0.99855363, 0.9977038, 0.99731874, 0.9958173, 0.99577343, 0.99262846, 0.9917041]"
192,7Y8l,[4 6],"[6, 4, 3, 10, 0, 2, 9, 13, 28, 1]","[0.9999976, 0.9999715, 0.9999707, 0.9998702, 0.9998188, 0.9995558, 0.9994719, 0.9990029, 0.9974957, 0.99737465]"
193,aY8l,[14],"[14, 2, 25, 9, 0, 4, 10, 12, 1, 6]","[0.9852372, 0.9680014, 0.95454925, 0.94856226, 0.9408573, 0.9408141, 0.9383844, 0.91865206, 0.9177505, 0.9166045]"
194,cK8l,[39],"[39, 4, 3, 50, 1, 6, 8, 121, 202, 9]","[0.9999949, 0.9999864, 0.99989843, 0.9998809, 0.99983275, 0.9997984, 0.99975824, 0.99968433, 0.9996763, 0.99967355]"
195,uX8l,[  2   7 116 573],"[7, 2, 6, 0, 9, 1, 10, 11, 48, 3]","[1.0, 0.99999785, 0.9998822, 0.9997733, 0.9996481, 0.99957776, 0.999186, 0.99906313, 0.99846625, 0.99836683]"
196,La8l,[  0 241],"[0, 1, 8, 2, 9, 4, 10, 58, 12, 53]","[0.9999919, 0.99995995, 0.99951404, 0.99861693, 0.99814785, 0.99790347, 0.9974441, 0.99590755, 0.99443555, 0.9917263]"
197,ix8l,[4],"[3, 4, 13, 10, 0, 6, 9, 8, 1, 12]","[0.99985075, 0.99954736, 0.9991149, 0.998152, 0.9965882, 0.9957944, 0.99265, 0.9921367, 0.9816488, 0.97628844]"
198,9z8l,[3 6],"[3, 6, 8, 0, 7, 2, 14, 4, 20, 11]","[0.99991804, 0.999557, 0.99895144, 0.994545, 0.9880984, 0.9870921, 0.97825456, 0.97735804, 0.97445524, 0.9731378]"
199,Uj8l,[14],"[3, 14, 6, 0, 8, 17, 2, 4, 1, 13]","[0.97526896, 0.96055865, 0.9113002, 0.8907473, 0.88062674, 0.86646736, 0.8617784, 0.8586209, 0.85137475, 0.8314717]"
200,dT8l,[ 26 194 445],"[1, 9, 6, 10, 18, 4, 3, 2, 11, 7]","[0.9924114, 0.9898913, 0.9887486, 0.98810565, 0.98774374, 0.9875364, 0.9862063, 0.9840553, 0.982777, 0.9785788]"
201,Q68l,[  5  16  49 265],"[5, 49, 12, 4, 1, 10, 6, 80, 0, 16]","[0.99989426, 0.99982506, 0.9996773, 0.9996718, 0.9996109, 0.9989002, 0.998878, 0.99875337, 0.9983579, 0.9982536]"
202,Gp8l,[242 470],"[8, 6, 9, 4, 10, 13, 17, 0, 1, 14]","[0.9989021, 0.9984422, 0.99350333, 0.99332833, 0.9880791, 0.98774636, 0.9829905, 0.98290944, 0.9817891, 0.9753831]"
203,Hd8l,[16],"[5, 0, 1, 3, 16, 9, 10, 4, 2, 15]","[0.9990293, 0.99868727, 0.9976797, 0.99663544, 0.9946827, 0.99420303, 0.99017906, 0.9886998, 0.9860256, 0.9803051]"
204,HD8l,[556],"[2, 0, 1, 12, 19, 18, 16, 8, 21, 195]","[0.9975822, 0.99716496, 0.994064, 0.9921276, 0.991923, 0.99003655, 0.98871756, 0.98785913, 0.98785156, 0.9866756]"
205,o78l,[  2  18  43  59  60  76 101 286],"[43, 101, 4, 3, 60, 2, 18, 76, 9, 13]","[0.99999976, 0.99998873, 0.99997795, 0.99996966, 0.99996316, 0.99996066, 0.9999504, 0.9999476, 0.99993205, 0.9999231]"
206,938l,[ 2 45],"[51, 2, 56, 77, 45, 12, 1, 4, 0, 137]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9999733, 0.9999708, 0.99996567, 0.9999393, 0.99993205]"
207,RU8l,[  2  45  51  56  77 456],"[56, 77, 51, 2, 45, 137, 0, 1, 10, 3]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999992, 0.9999819, 0.9999728, 0.99994814, 0.99991035]"
208,Bt8l,[  2  45  51  56  77 212],"[2, 45, 77, 51, 56, 0, 1, 3, 4, 7]","[0.99999696, 0.9999857, 0.9999802, 0.9999722, 0.9999286, 0.99900997, 0.99870074, 0.99706215, 0.9964373, 0.9963014]"
209,Un8l,[100],"[0, 1, 14, 8, 6, 10, 4, 3, 9, 11]","[0.94454813, 0.9441744, 0.9335877, 0.9295019, 0.91745555, 0.9135989, 0.9135145, 0.90541553, 0.89825547, 0.8914336]"
210,fp8l,[4],"[3, 4, 10, 6, 13, 9, 2, 0, 1, 15]","[1.0, 1.0, 0.9999993, 0.99999917, 0.9999989, 0.99999887, 0.99999833, 0.99999803, 0.9999973, 0.99999166]"
211,iW8l,[3 4],"[4, 3, 6, 9, 0, 10, 13, 38, 28, 14]","[0.99990594, 0.99990237, 0.9995136, 0.99937695, 0.9987081, 0.99786276, 0.99783087, 0.99464786, 0.9904717, 0.98922807]"
212,Sc8l,[ 4  9 10 34],"[4, 34, 9, 10, 0, 37, 13, 1, 6, 3]","[1.0, 1.0, 1.0, 1.0, 0.99995613, 0.9999507, 0.9999126, 0.9998598, 0.9998365, 0.99968994]"
213,A48l,[2],"[14, 13, 0, 11, 7, 1, 2, 6, 8, 10]","[0.9999957, 0.99993944, 0.9999362, 0.9999163, 0.9998995, 0.9998894, 0.9998447, 0.99983895, 0.9998361, 0.9998348]"
214,2O8l,[3 4],"[4, 3, 6, 10, 9, 13, 38, 28, 33, 14]","[0.9999711, 0.999949, 0.999572, 0.99903643, 0.99881876, 0.99626434, 0.99599266, 0.9958772, 0.99497783, 0.9804621]"
215,LG8l,[ 2 18 43 59 60 76],"[2, 60, 43, 9, 101, 7, 14, 15, 4, 17]","[0.99585927, 0.9903222, 0.98732597, 0.983552, 0.9822925, 0.9812857, 0.9780363, 0.97595644, 0.97541666, 0.9747052]"
216,8n8l,[ 39 121 156 338],"[39, 1, 0, 156, 4, 207, 121, 8, 6, 2]","[0.99999815, 0.99978495, 0.999679, 0.99870014, 0.998623, 0.9976672, 0.99743915, 0.9964359, 0.99598104, 0.9959291]"
217,if8l,[ 2 30],"[2, 12, 30, 14, 6, 0, 19, 1, 8, 4]","[0.91472113, 0.88991773, 0.8773769, 0.8769723, 0.87242925, 0.8710682, 0.86902815, 0.84602594, 0.8423635, 0.84012175]"
218,XC8l,[ 5 16],"[1, 0, 4, 5, 9, 8, 15, 10, 16, 28]","[0.9996798, 0.99887514, 0.9983766, 0.9980175, 0.99780464, 0.9971826, 0.99518764, 0.99496984, 0.9948653, 0.9946027]"
