,VideoId,True labels,Pred labels,Confidence
119,Ku8l,[  0   1 319],"[5, 0, 1, 16, 38, 255, 46, 53, 28, 21]","[0.99972117, 0.99927294, 0.9974832, 0.9891819, 0.9603883, 0.9582435, 0.95517004, 0.95471096, 0.93707764, 0.9220873]"
120,9U8l,[ 4  9 10],"[4, 10, 9, 34, 13, 3, 37, 33, 28, 38]","[1.0, 1.0, 1.0, 0.9999995, 0.9999842, 0.99989486, 0.9994664, 0.99577284, 0.9951551, 0.99412435]"
121,h48l,[760 788 948],"[45, 51, 11, 32, 67, 92, 22, 669, 133, 20]","[0.964456, 0.92614985, 0.9198617, 0.911703, 0.89348686, 0.88953507, 0.88953066, 0.8695791, 0.85933065, 0.84341365]"
122,gu8l,[ 3 28],"[4, 3, 6, 13, 28, 10, 9, 38, 33, 41]","[1.0, 1.0, 0.9999998, 0.99999964, 0.9997659, 0.99968046, 0.99965143, 0.9991033, 0.99720633, 0.95499563]"
123,6n8l,[ 15  18  96 463],"[18, 38, 15, 31, 424, 47, 170, 46, 96, 121]","[0.99681294, 0.9825935, 0.9792857, 0.97840524, 0.9742769, 0.9711639, 0.9650259, 0.9611827, 0.9608096, 0.9605956]"
124,U08l,[3],"[3, 4, 6, 8, 28, 37, 86, 19, 443, 13]","[0.99994946, 0.9923096, 0.99083483, 0.98168194, 0.9815644, 0.97863233, 0.9745375, 0.95195246, 0.9442917, 0.93745506]"
125,A98l,[14],"[14, 63, 67, 72, 71, 37, 53, 598, 61, 609]","[0.9999694, 0.86309665, 0.8580997, 0.85547507, 0.8321594, 0.82954466, 0.8262966, 0.8246148, 0.79660356, 0.79250836]"
126,QJ8l,[12],"[12, 0, 18, 66, 19, 43, 38, 17, 97, 26]","[0.99997514, 0.9955787, 0.99318933, 0.9853599, 0.97939193, 0.9759846, 0.9738812, 0.9738529, 0.97192776, 0.9714341]"
127,YB8l,[ 1 25],"[25, 1, 14, 2, 44, 38, 107, 138, 35, 53]","[0.9967456, 0.97491324, 0.9604157, 0.9595542, 0.9469502, 0.91923344, 0.9020108, 0.8997959, 0.8913005, 0.88662285]"
128,md8l,[ 3  4 10 13],"[4, 3, 13, 10, 6, 54, 41, 19, 33, 24]","[0.99999845, 0.999992, 0.9999918, 0.9964313, 0.9951309, 0.9931587, 0.9886378, 0.98773235, 0.97897017, 0.96048856]"
129,aa8l,[347 871],"[2, 7, 60, 53, 68, 43, 10, 3, 58, 37]","[0.99171335, 0.9782194, 0.9118854, 0.9027113, 0.89796513, 0.88536656, 0.8754281, 0.8733891, 0.87045765, 0.86701536]"
130,bw8l,[ 4  9 14],"[14, 9, 4, 5, 3, 37, 10, 71, 152, 25]","[0.99564064, 0.97218025, 0.9582968, 0.9479761, 0.88286304, 0.87582517, 0.8700762, 0.8690145, 0.8629575, 0.8331123]"
131,Vk8l,[ 4  9 10 34],"[34, 9, 4, 10, 3, 13, 37, 6, 33, 28]","[1.0, 1.0, 1.0, 1.0, 0.9999864, 0.9999726, 0.99993014, 0.99890316, 0.9934802, 0.9902886]"
132,wu8l,[  2  17  30 143],"[30, 55, 17, 2, 19, 143, 53, 340, 41, 292]","[0.9999718, 0.9999504, 0.99982315, 0.99980855, 0.9987587, 0.998524, 0.995142, 0.9900468, 0.98507077, 0.9780998]"
133,jl8l,[0],"[34, 14, 15, 172, 45, 9, 27, 10, 11, 26]","[0.9885592, 0.9860722, 0.97951293, 0.97575074, 0.9730903, 0.958436, 0.95788217, 0.94835097, 0.94556105, 0.9435135]"
134,3V8l,[  0   1   5 144 190 384 743],"[5, 1, 0, 16, 37, 132, 9, 29, 27, 192]","[0.99955314, 0.99378455, 0.9890045, 0.9849998, 0.94803536, 0.8819353, 0.877787, 0.87767315, 0.8750639, 0.856249]"
135,G68l,[ 0  1 35 85],"[0, 1, 2, 35, 85, 27, 36, 25, 12, 48]","[0.9998938, 0.99985874, 0.9886571, 0.9733739, 0.95513326, 0.95106167, 0.9456121, 0.90938926, 0.8750782, 0.8673045]"
136,Oh8l,[50],"[39, 66, 11, 20, 38, 32, 22, 37, 122, 50]","[0.9987273, 0.9742066, 0.96319544, 0.95280063, 0.94545424, 0.94094807, 0.93498826, 0.9250454, 0.9202248, 0.9111645]"
137,MR8l,[386],"[31, 40, 57, 54, 47, 10, 13, 4, 9, 37]","[0.99931854, 0.9974165, 0.9967843, 0.9966086, 0.9963567, 0.99591255, 0.9959033, 0.9956077, 0.99551255, 0.9952682]"
138,jF8l,[4 9],"[4, 3, 41, 6, 9, 10, 5, 22, 34, 16]","[0.9987914, 0.998693, 0.98156583, 0.9787756, 0.973595, 0.9700175, 0.9199141, 0.89301455, 0.8881979, 0.8842275]"
139,5E8l,[  2  75 104 145],"[2, 10, 8, 4, 7, 9, 6, 13, 3, 17]","[0.99878806, 0.99873984, 0.99381554, 0.992223, 0.9863477, 0.9834074, 0.9792989, 0.97803503, 0.9747497, 0.96982694]"
140,Xr8l,[ 6 14],"[8, 14, 59, 18, 67, 45, 70, 518, 15, 333]","[0.97180927, 0.9473288, 0.81966424, 0.7791271, 0.77058214, 0.7676716, 0.76326215, 0.76025176, 0.7496217, 0.7475146]"
141,b88l,[3],"[3, 6, 4, 13, 28, 10, 9, 33, 8, 38]","[1.0, 0.99999976, 0.9999899, 0.99939334, 0.9987746, 0.99368477, 0.9917145, 0.98974407, 0.9897181, 0.9767341]"
142,2H8l,[714],"[0, 15, 18, 1, 27, 12, 43, 60, 24, 23]","[0.99207544, 0.98274875, 0.9746751, 0.9698669, 0.9681603, 0.9453647, 0.9409536, 0.9322003, 0.9294168, 0.9124566]"
143,BQ8l,[570],"[53, 13, 8, 329, 117, 37, 726, 6, 72, 131]","[0.9767897, 0.9754641, 0.9739605, 0.9599854, 0.95889676, 0.9585252, 0.9559169, 0.95245755, 0.93388855, 0.9288684]"
144,lL8l,[8],"[8, 4, 13, 17, 10, 9, 19, 18, 37, 324]","[0.99629724, 0.98354673, 0.97819644, 0.96770537, 0.9659405, 0.94748044, 0.94691783, 0.94422066, 0.93586564, 0.9332086]"
145,Fz8l,[  0   1 822],"[0, 1, 5, 16, 131, 43, 11, 177, 28, 35]","[0.9999735, 0.99994993, 0.9995129, 0.9776385, 0.94166017, 0.9351286, 0.9325426, 0.9196849, 0.9134309, 0.9062907]"
146,ec8l,[ 3  4 28 33 38],"[4, 3, 9, 10, 28, 37, 33, 13, 6, 38]","[0.99999917, 0.99999464, 0.9999349, 0.99974936, 0.99946404, 0.99873143, 0.9984645, 0.9982344, 0.99612606, 0.9863976]"
147,H48l,[  0   1  69 236 404],"[3, 0, 1, 17, 6, 89, 19, 175, 8, 28]","[0.99458385, 0.99121404, 0.9751754, 0.9729893, 0.9686851, 0.96594787, 0.96388733, 0.9628483, 0.95518786, 0.93499714]"
148,nz8l,[362],"[8, 54, 38, 15, 39, 33, 13, 47, 222, 97]","[0.9994935, 0.99737453, 0.99333763, 0.9904132, 0.9868698, 0.98479587, 0.98251975, 0.9812925, 0.9740007, 0.9645917]"
149,lj8l,[ 15  18  26 170 326 466],"[26, 16, 39, 5, 20, 107, 15, 194, 37, 466]","[0.99063647, 0.9806938, 0.9783356, 0.95376694, 0.94851387, 0.93132436, 0.9234892, 0.9090779, 0.9037875, 0.90314996]"
150,2L8l,[ 3  4  6 13 54],"[3, 4, 6, 13, 28, 41, 10, 8, 54, 38]","[1.0, 1.0, 0.99999976, 0.999997, 0.9984555, 0.9972292, 0.9918785, 0.9908467, 0.9900455, 0.9839461]"
151,rg8l,[ 66 148 382 648],"[45, 91, 210, 50, 12, 59, 16, 14, 33, 28]","[0.92924774, 0.9279524, 0.9176167, 0.91394997, 0.88913715, 0.8878373, 0.8761924, 0.85434365, 0.84423196, 0.8422303]"
152,kI8l,[ 0 52 70],"[0, 1, 52, 11, 19, 28, 63, 25, 186, 17]","[0.99982315, 0.9937725, 0.9909224, 0.955002, 0.9481523, 0.94565374, 0.9307649, 0.9179616, 0.9110692, 0.9013312]"
153,728l,[3 6],"[3, 6, 8, 13, 4, 41, 28, 12, 102, 9]","[0.99998975, 0.9998393, 0.9987178, 0.99542975, 0.99162453, 0.9838525, 0.91752124, 0.9116919, 0.9086237, 0.89399385]"
154,nQ8l,[ 21  23 592 879],"[31, 40, 57, 39, 47, 11, 7, 22, 15, 33]","[0.9953302, 0.9909542, 0.9873502, 0.98681307, 0.98581505, 0.9827944, 0.966567, 0.9643452, 0.96399564, 0.9546681]"
155,7m8l,[ 50 933],"[39, 50, 15, 66, 11, 121, 49, 67, 22, 216]","[0.99518174, 0.98360074, 0.94297206, 0.9407864, 0.94063747, 0.90018225, 0.88840276, 0.88520277, 0.88005686, 0.8783897]"
156,GS8l,[168 188 594],"[13, 4, 188, 54, 10, 594, 33, 168, 40, 3]","[0.9987502, 0.99761415, 0.9975811, 0.99740785, 0.995135, 0.9944517, 0.9930217, 0.99237967, 0.99215126, 0.9894376]"
157,6R8l,[14],"[14, 37, 46, 28, 38, 63, 152, 377, 57, 30]","[0.9997653, 0.87227863, 0.85041666, 0.84903836, 0.8309188, 0.8267098, 0.82112837, 0.80705196, 0.8068203, 0.79418457]"
158,4o8l,[  0   1 139],"[0, 1, 5, 12, 181, 6, 8, 83, 35, 27]","[0.9925865, 0.9676257, 0.93626416, 0.9298848, 0.89189136, 0.8698051, 0.86723554, 0.8626603, 0.8615846, 0.8452492]"
159,KN8l,[  0   1  42 290 586],"[0, 1, 5, 25, 38, 42, 33, 12, 35, 223]","[0.9999116, 0.9997729, 0.95252335, 0.93614376, 0.9331121, 0.92468405, 0.9045621, 0.89682174, 0.89670753, 0.88911307]"
160,9H8l,[  4  13 168],"[4, 13, 3, 10, 9, 33, 47, 31, 6, 35]","[0.9999995, 0.9999989, 0.99949634, 0.99717283, 0.9965465, 0.9955442, 0.99465084, 0.991694, 0.98729694, 0.9730681]"
161,gv8l,[  2   7  17  19 129],"[17, 19, 2, 7, 394, 129, 52, 40, 222, 291]","[0.999832, 0.99941576, 0.9982815, 0.98856735, 0.9729854, 0.97264516, 0.9588256, 0.94867617, 0.94850636, 0.9478614]"
162,qO8l,[9],"[9, 10, 37, 4, 31, 38, 13, 33, 34, 46]","[0.9999983, 0.9999932, 0.9999798, 0.99992263, 0.9964509, 0.99520916, 0.99421227, 0.993674, 0.9925468, 0.9859518]"
163,o38l,[ 26 199 326 707],"[26, 23, 24, 21, 57, 28, 13, 33, 450, 130]","[0.9998951, 0.99866545, 0.99446666, 0.9941273, 0.99140924, 0.99052304, 0.9882538, 0.97666156, 0.9738909, 0.9699669]"
164,r78l,[  8 225],"[3, 6, 8, 12, 14, 4, 13, 28, 38, 86]","[0.9995667, 0.9965993, 0.9682605, 0.9054924, 0.8835984, 0.877458, 0.8336392, 0.8085792, 0.8070195, 0.79297733]"
165,7q8l,[282],"[54, 8, 41, 11, 158, 154, 47, 26, 40, 89]","[0.9997711, 0.9984601, 0.9963063, 0.99299705, 0.9904861, 0.9870273, 0.9864013, 0.98587143, 0.98340714, 0.9803226]"
166,Ta8l,[884],"[20, 32, 22, 11, 7, 8, 29, 2, 167, 343]","[0.95402235, 0.91604537, 0.8909924, 0.8902488, 0.8796245, 0.8724078, 0.85882187, 0.8521231, 0.8508049, 0.8417242]"
167,w18l,[  2 940],"[30, 2, 4, 55, 3, 9, 37, 58, 17, 44]","[0.9999735, 0.99984974, 0.99479365, 0.9887801, 0.9732926, 0.97114205, 0.9413183, 0.93019974, 0.92626584, 0.9220402]"
168,0V8l,[2 7],"[2, 14, 7, 72, 25, 59, 10, 30, 152, 227]","[0.9584975, 0.9325752, 0.9293926, 0.87230587, 0.84329176, 0.84219515, 0.8352368, 0.8230295, 0.818588, 0.8162595]"
169,4w8l,[ 0 12],"[12, 0, 14, 5, 25, 33, 28, 152, 4, 71]","[0.9968755, 0.9937449, 0.99336183, 0.9497204, 0.8976385, 0.87965846, 0.8475929, 0.81790817, 0.8139962, 0.8136518]"
170,QE8l,[3],"[3, 4, 6, 13, 28, 9, 10, 41, 46, 395]","[0.99998945, 0.99975985, 0.99269176, 0.9760246, 0.94928753, 0.9416907, 0.9415808, 0.9346228, 0.87621135, 0.82591176]"
171,Z18l,[ 21  23  73 554],"[21, 23, 5, 93, 0, 24, 11, 172, 1, 167]","[0.9931245, 0.9867528, 0.98207754, 0.9788877, 0.9711292, 0.9682933, 0.9671399, 0.962906, 0.9601463, 0.9491175]"
172,lp8l,[  2  44  46 107 109 114 138 145],"[44, 46, 107, 2, 109, 138, 145, 114, 162, 155]","[0.99999964, 0.99999833, 0.9999863, 0.99998486, 0.99997646, 0.9999119, 0.9997705, 0.999699, 0.9986013, 0.9972386]"
173,3b8l,[ 0 12],"[23, 11, 21, 22, 29, 32, 158, 74, 45, 20]","[0.979694, 0.97488594, 0.9745542, 0.96742636, 0.9532037, 0.94755197, 0.93512785, 0.9315506, 0.9247123, 0.9178958]"
174,h28l,[8],"[8, 6, 3, 13, 47, 89, 41, 19, 141, 31]","[0.99999726, 0.99989843, 0.9883615, 0.9812319, 0.95639277, 0.95486176, 0.91697216, 0.91523796, 0.908308, 0.90724564]"
175,O48l,[726],"[8, 6, 15, 33, 22, 26, 18, 92, 45, 19]","[0.9924507, 0.9633423, 0.94122976, 0.9404575, 0.93168175, 0.9273203, 0.92655873, 0.9026365, 0.89965564, 0.8882835]"
176,f28l,[  5 328 764],"[5, 16, 14, 49, 191, 147, 70, 82, 395, 198]","[0.99997294, 0.9778508, 0.9606088, 0.9215516, 0.8987117, 0.8780629, 0.872562, 0.8588638, 0.845572, 0.82655936]"
177,Ua8l,[  0   1 387],"[1, 0, 36, 94, 27, 21, 25, 42, 106, 35]","[0.9998669, 0.99972343, 0.9742446, 0.9381305, 0.93669355, 0.9153992, 0.9073054, 0.9030082, 0.87645364, 0.8477446]"
178,df8l,[  2   7  17 129],"[14, 4, 2, 28, 72, 7, 9, 68, 6, 3]","[0.9734158, 0.9576019, 0.92225844, 0.91370946, 0.9085296, 0.9078549, 0.9053114, 0.89924574, 0.8956996, 0.88892245]"
179,vM8l,[  0  12 237],"[12, 13, 0, 175, 164, 79, 89, 19, 41, 37]","[0.9996028, 0.99185234, 0.98457277, 0.9770036, 0.97021496, 0.9656439, 0.9255552, 0.92006016, 0.91859174, 0.90926826]"
180,v88l,[ 25 379 735],"[25, 1, 0, 16, 14, 7, 2, 44, 5, 36]","[0.9995912, 0.99235487, 0.9795829, 0.92321086, 0.91002154, 0.8878752, 0.8808607, 0.86237574, 0.8567386, 0.8278601]"
181,Qt8l,[ 53  58 163 232 427],"[2, 60, 18, 43, 64, 58, 163, 232, 53, 45]","[0.9888897, 0.9868616, 0.9692327, 0.9472755, 0.9463856, 0.9268219, 0.9235448, 0.9222996, 0.92200017, 0.9120202]"
182,D28l,[962],"[2, 22, 11, 7, 12, 15, 32, 20, 29, 16]","[0.93689144, 0.88213503, 0.873273, 0.87087345, 0.8687303, 0.8646298, 0.8522197, 0.85073316, 0.8490778, 0.82772315]"
183,uQ8l,[3],"[4, 3, 14, 0, 1, 9, 28, 10, 6, 22]","[0.9911365, 0.98678195, 0.9831823, 0.9753467, 0.94731855, 0.9442464, 0.88402, 0.88358176, 0.87681603, 0.8370402]"
184,bx8l,[ 36 147],"[5, 0, 410, 38, 45, 147, 93, 14, 12, 36]","[0.97022724, 0.9142089, 0.9063033, 0.90202, 0.8897265, 0.88270926, 0.8808101, 0.88039017, 0.8795295, 0.8785751]"
185,E88l,[359 414],"[37, 9, 8, 5, 4, 293, 92, 270, 40, 10]","[0.9660837, 0.93373644, 0.9261303, 0.92316604, 0.90437233, 0.8974297, 0.8926409, 0.8682648, 0.8595091, 0.85831493]"
186,uu8l,[ 4  9 10 37],"[37, 10, 4, 9, 34, 3, 40, 46, 31, 33]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99678576, 0.99331236, 0.99088, 0.9814265, 0.97283256]"
187,CB8l,[  0 219],"[1, 54, 0, 13, 5, 4, 70, 620, 8, 16]","[0.99108124, 0.98462355, 0.97827685, 0.94504154, 0.93742764, 0.9300385, 0.9287288, 0.9148927, 0.8925745, 0.8862566]"
188,za8l,[  5  15  18 140 170 314],"[5, 13, 16, 15, 3, 47, 18, 4, 22, 40]","[0.9530805, 0.94351554, 0.9380449, 0.9276939, 0.9248762, 0.91957164, 0.91755164, 0.9099489, 0.88251287, 0.87991357]"
189,Gh8l,[25],"[25, 14, 9, 2, 39, 22, 11, 4, 29, 68]","[0.9600357, 0.9352987, 0.87194705, 0.8575455, 0.8532969, 0.84819055, 0.8337084, 0.8228518, 0.7943555, 0.79339963]"
190,tT8l,[ 11  20  22 483],"[32, 11, 22, 27, 20, 18, 54, 29, 80, 175]","[0.99287236, 0.99203223, 0.9889153, 0.98761094, 0.98721343, 0.96761334, 0.9580399, 0.9544744, 0.95322573, 0.9473077]"
191,Nj8l,[  2   7  83 751],"[83, 7, 2, 12, 14, 17, 541, 222, 61, 726]","[0.99376464, 0.98986685, 0.9885603, 0.98370355, 0.956634, 0.920931, 0.888942, 0.8834978, 0.87909806, 0.86211234]"
192,7Y8l,[4 6],"[6, 3, 4, 8, 10, 13, 19, 183, 34, 41]","[0.9998174, 0.99940586, 0.99530745, 0.98930806, 0.9656389, 0.9602648, 0.93360496, 0.92912173, 0.919342, 0.9099497]"
193,aY8l,[14],"[14, 12, 37, 57, 167, 25, 232, 115, 36, 106]","[0.9999919, 0.96543187, 0.9576137, 0.9387078, 0.9332339, 0.92539775, 0.92166597, 0.89528924, 0.89494765, 0.8844161]"
194,cK8l,[39],"[39, 20, 11, 50, 22, 18, 29, 58, 15, 65]","[0.9997403, 0.99344873, 0.9933129, 0.9814856, 0.9766992, 0.9739586, 0.9610854, 0.9576254, 0.94324726, 0.93282545]"
195,uX8l,[  2   7 116 573],"[2, 7, 45, 19, 8, 109, 51, 3, 17, 131]","[0.9991098, 0.9984907, 0.9921744, 0.986374, 0.9402223, 0.92398405, 0.9075901, 0.9069214, 0.9046025, 0.89600116]"
196,La8l,[  0 241],"[0, 12, 1, 93, 448, 61, 30, 19, 5, 222]","[0.9926646, 0.9616112, 0.9461999, 0.9309546, 0.9085915, 0.9045647, 0.88809305, 0.8794549, 0.8777444, 0.8741287]"
197,ix8l,[4],"[3, 4, 6, 13, 8, 25, 40, 54, 47, 10]","[0.9998432, 0.9988487, 0.99058723, 0.98810494, 0.95398664, 0.931507, 0.8994152, 0.8990985, 0.8965448, 0.8850724]"
198,9z8l,[3 6],"[3, 6, 4, 8, 558, 261, 45, 179, 175, 414]","[0.9999997, 0.9999978, 0.99509484, 0.99115527, 0.96180224, 0.9148394, 0.87854826, 0.87331426, 0.86593133, 0.86238456]"
199,Uj8l,[14],"[14, 12, 3, 7, 61, 69, 2, 28, 19, 33]","[0.98180485, 0.9658286, 0.8797244, 0.85829306, 0.8579197, 0.80636036, 0.80043745, 0.7942532, 0.78830016, 0.77313715]"
200,dT8l,[ 26 194 445],"[26, 15, 130, 92, 726, 16, 98, 249, 7, 23]","[0.9993104, 0.96971416, 0.94462794, 0.9314546, 0.9281099, 0.9279275, 0.9272188, 0.92303056, 0.9172742, 0.9155724]"
201,Q68l,[  5  16  49 265],"[5, 16, 1, 80, 18, 36, 38, 27, 0, 156]","[0.9960147, 0.9688751, 0.968511, 0.9447367, 0.9320904, 0.9289652, 0.9281385, 0.9238919, 0.92083997, 0.89053756]"
202,Gp8l,[242 470],"[14, 12, 6, 83, 8, 5, 563, 660, 419, 9]","[0.99559605, 0.9070976, 0.8907515, 0.8425456, 0.8404476, 0.8309943, 0.8148309, 0.8135172, 0.7863585, 0.7843051]"
203,Hd8l,[16],"[5, 16, 31, 4, 47, 3, 23, 292, 40, 141]","[0.93474877, 0.90676224, 0.8932617, 0.8524863, 0.83833826, 0.82836145, 0.8278537, 0.808301, 0.80466646, 0.8019228]"
204,HD8l,[556],"[11, 32, 20, 22, 33, 29, 175, 122, 6, 8]","[0.9961418, 0.9824878, 0.9747663, 0.97323185, 0.9607028, 0.94358975, 0.9225832, 0.91371673, 0.9135617, 0.9107568]"
205,o78l,[  2  18  43  59  60  76 101 286],"[43, 101, 2, 60, 18, 30, 15, 59, 53, 55]","[0.99999726, 0.9999083, 0.99984545, 0.9997649, 0.9997561, 0.99646485, 0.9961985, 0.993191, 0.98708916, 0.98612463]"
206,938l,[ 2 45],"[2, 45, 51, 56, 77, 137, 7, 101, 179, 18]","[0.99999565, 0.99999464, 0.9999911, 0.99999034, 0.9999745, 0.9904629, 0.9861777, 0.98589694, 0.9694375, 0.9668816]"
207,RU8l,[  2  45  51  56  77 456],"[45, 51, 2, 56, 77, 137, 44, 17, 46, 107]","[1.0, 0.9999994, 0.9999989, 0.99999774, 0.999997, 0.99777806, 0.9930179, 0.9896011, 0.98940986, 0.9862895]"
208,Bt8l,[  2  45  51  56  77 212],"[2, 45, 51, 56, 77, 46, 44, 7, 109, 17]","[0.9999983, 0.99996555, 0.99989814, 0.9996915, 0.9991927, 0.99315053, 0.99166745, 0.98878396, 0.9776845, 0.97138643]"
209,Un8l,[100],"[14, 2, 7, 21, 25, 67, 22, 48, 24, 74]","[0.9537893, 0.94833004, 0.94432795, 0.9207279, 0.87775946, 0.859283, 0.85374534, 0.8518132, 0.8486966, 0.84646714]"
210,fp8l,[4],"[4, 3, 37, 9, 38, 33, 10, 13, 28, 209]","[0.99983525, 0.99881876, 0.99725735, 0.9971634, 0.9967355, 0.99648523, 0.99521315, 0.9932972, 0.99072194, 0.9811671]"
211,iW8l,[3 4],"[4, 9, 3, 10, 34, 14, 6, 13, 22, 38]","[0.9999588, 0.9998739, 0.99960077, 0.9991633, 0.9876096, 0.98071414, 0.9644892, 0.9579551, 0.9293517, 0.9285295]"
212,Sc8l,[ 4  9 10 34],"[10, 34, 9, 4, 37, 21, 11, 40, 33, 134]","[1.0, 1.0, 1.0, 0.99999905, 0.99774885, 0.9843259, 0.9752878, 0.9720615, 0.97179663, 0.9612671]"
213,A48l,[2],"[210, 7, 15, 26, 12, 147, 47, 347, 80, 46]","[0.99552494, 0.99456227, 0.9895093, 0.9878379, 0.98349226, 0.98182106, 0.9806948, 0.97679377, 0.97640085, 0.9699485]"
214,2O8l,[3 4],"[3, 4, 9, 10, 6, 28, 33, 37, 14, 38]","[0.99999976, 0.9999993, 0.9999083, 0.9978796, 0.9972606, 0.99657637, 0.9913286, 0.98584807, 0.9828166, 0.97833747]"
215,LG8l,[ 2 18 43 59 60 76],"[14, 2, 43, 60, 101, 44, 18, 152, 76, 9]","[0.98380727, 0.961355, 0.96047735, 0.9494315, 0.9165119, 0.88705754, 0.871446, 0.8687676, 0.85751855, 0.8550085]"
216,8n8l,[ 39 121 156 338],"[39, 156, 121, 66, 50, 529, 37, 27, 475, 22]","[0.9999674, 0.9721354, 0.9669781, 0.9659635, 0.96182, 0.95078063, 0.9204874, 0.91919994, 0.9159894, 0.9114609]"
217,if8l,[ 2 30],"[3, 4, 25, 2, 9, 28, 30, 14, 6, 19]","[0.97156215, 0.9477471, 0.94167465, 0.93313634, 0.9323842, 0.91601074, 0.9087208, 0.90096176, 0.8940309, 0.88910466]"
218,XC8l,[ 5 16],"[16, 5, 26, 41, 15, 8, 47, 629, 149, 97]","[0.9977449, 0.9971472, 0.94504, 0.9221933, 0.92168486, 0.8890019, 0.8875325, 0.8540517, 0.84737, 0.8444239]"
